time,ACTIVITY,XAVG,YAVG,ZAVG,XPEAK,YPEAK,ZPEAK,XABSOLDEV,YABSOLDEV,ZABSOLDEV,XSTANDDEV,YSTANDDEV,ZSTANDDEV,RESULTANT
2021-01-01 09:04:50,1,-1.23413,8.34728,-0.914545,31.129,55.1429,34.2857,3.09274,6.85577,3.32587,0.318535,0.548561,0.308975,11.4288
2021-01-01 09:05:00,1,-0.698904,8.735510000000001,-1.73724,32.1311,49.2105,37.451,2.53037,6.91108,3.02927,0.248737,0.546995,0.28532,11.364
2021-01-01 09:05:10,1,-1.08479,8.014560000000001,-1.5877,34.0351,49.25,35.0909,2.30727,6.60306,2.93501,0.21954,0.52445,0.277169,10.5604
2021-01-01 09:05:20,1,-1.13253,8.0637,-1.50864,33.2203,58.4848,35.6604,2.76075,6.8894199999999985,3.42781,0.295567,0.545834,0.334889,11.2179
2021-01-01 09:05:30,1,-0.994483,8.283560000000001,-1.17093,33.4483,46.4286,34.8214,2.6839,6.85999,3.29891,0.26462600000000003,0.548978,0.310228,11.2101
2021-01-01 09:05:40,1,-1.06146,8.32644,-0.676888,33.7931,55.1515,37.451,2.87968,6.70765,3.3227,0.284344,0.530423,0.30593200000000004,11.1772
2021-01-01 09:05:50,2,-0.972878,8.862160000000003,-1.52069,34.1071,48.0,32.0,2.40873,5.51815,2.89875,0.258924,0.474796,0.296678,11.1599
2021-01-01 09:06:00,2,-1.75025,9.46044,-0.8437450000000001,37.2549,41.3043,36.9231,1.22078,2.1063400000000003,1.37717,0.11681400000000003,0.186578,0.130498,9.91479
2021-01-01 09:06:10,2,-1.48341,9.71963,0.14357,38.3673,52.5714,40.0,1.17593,3.16553,1.27629,0.106609,0.272751,0.118412,10.0485
2021-01-01 09:06:20,2,-2.30051,9.47004,-1.77745,38.6,51.0526,35.9259,1.10814,2.00904,0.990486,0.09841389999999997,0.172731,0.0934068,10.0564
2021-01-01 09:06:30,2,-1.43803,9.54085,-0.048586300000000006,40.0,48.0,38.6,0.98182,3.10538,1.07935,0.0908404,0.27174,0.105791,9.81397
2021-01-01 09:06:40,2,-1.94628,9.59036,-1.3839,36.9811,39.7917,37.1698,1.23354,2.21425,1.2769700000000002,0.110634,0.19976,0.120166,10.1158
2021-01-01 09:06:50,2,-1.7433,9.54178,-1.02397,38.0392,45.25,38.4314,1.17976,2.37377,1.30846,0.108488,0.220512,0.12473900000000003,9.98584
2021-01-01 09:07:00,2,-1.71683,9.54916,-0.373806,43.3333,47.5,39.5833,1.21642,2.97395,1.29777,0.116267,0.263207,0.122907,9.95932
2021-01-01 09:07:10,2,-1.92784,9.47341,-2.12262,38.0392,47.5,40.2083,1.17955,1.90924,1.19756,0.110577,0.165953,0.107,10.0957
2021-01-01 09:07:20,2,-1.51014,9.65767,-0.0226928,39.1837,49.7297,44.6512,1.16293,3.24357,1.18721,0.109952,0.276572,0.114802,9.98104
2021-01-01 09:07:30,2,-2.17044,9.57075,-1.7582,38.4314,38.2,34.2105,1.20347,1.78049,1.18638,0.105998,0.155818,0.112142,10.1823
2021-01-01 09:07:40,2,-1.6317,9.46074,-1.22187,36.7308,49.7368,43.3333,1.06828,2.34898,1.48306,0.10024,0.215489,0.140404,9.93069
2021-01-01 09:07:50,2,-1.90931,9.68215,-0.668134,37.0588,50.5405,40.6383,1.1699700000000002,2.62069,1.29518,0.106177,0.22897,0.115402,10.1085
2021-01-01 09:08:00,2,-2.06886,9.38484,-2.35344,38.3673,48.0,37.1698,1.13287,1.80005,1.0372,0.11037,0.15707100000000002,0.0957098,10.0733
2021-01-01 09:08:10,2,-1.3191,9.65446,0.0995778,40.6383,54.5714,35.4545,1.00643,3.2125,0.991514,0.0948143,0.273828,0.095372,9.89407
2021-01-01 09:08:20,2,-2.2526200000000003,9.53097,-1.5950799999999998,40.625,46.5854,39.2,1.33965,2.0230900000000003,1.25146,0.119187,0.172494,0.119654,10.1676
2021-01-01 09:08:30,2,-1.74137,9.40769,-1.20249,41.087,42.6087,36.9231,1.17755,2.4729400000000004,1.50046,0.113224,0.22908,0.14031400000000002,9.91873
2021-01-01 09:08:40,2,-1.85186,9.67101,-0.964774,40.2083,52.7027,38.6,1.26375,2.65742,1.53912,0.117069,0.238183,0.141875,10.1742
2021-01-01 09:08:50,3,0.28412600000000005,7.6017800000000015,1.37842,42.4444,41.3043,33.0508,2.88866,2.39162,4.3758599999999985,0.220783,0.201423,0.324114,9.76076
2021-01-01 09:09:00,3,4.07271,4.63485,6.81761,33.8596,36.0377,32.3333,0.0375625,0.0332592,0.0421772,0.00339815,0.00293112,0.00389638,9.19538
2021-01-01 09:09:10,3,4.1403,4.66292,6.7607300000000015,34.9091,37.6471,33.3333,0.0361719,0.037456,0.0416966,0.00329202,0.00335854,0.00359162,9.19775
2021-01-01 09:09:20,3,4.27144,4.38799,6.83757,38.9796,35.6364,36.3462,0.15054,0.261231,0.0899486,0.0129369,0.019762,0.00860714,9.18544
2021-01-01 09:09:30,3,4.41876,4.17002,6.872539999999999,37.8846,36.2264,35.3704,0.027047,0.0341535,0.0385693,0.00249955,0.00291097,0.00338015,9.17338
2021-01-01 09:09:40,3,4.42275,4.16227,6.88013,34.386,33.6207,31.9672,0.029235400000000005,0.031345599999999994,0.0392006,0.00249326,0.00276307,0.00336032,9.17746
2021-01-01 09:09:50,3,4.42497,4.16717,6.870710000000001,34.2857,32.931,34.6429,0.029642400000000006,0.0314363,0.0419684,0.00255203,0.00260835,0.00361952,9.17372
2021-01-01 09:10:00,3,4.43337,4.17164,6.861860000000001,38.6,34.8214,34.5614,0.0307245,0.0324022,0.0361021,0.00271512,0.00277956,0.00309328,9.17315
2021-01-01 09:10:10,3,4.42451,4.16602,6.8726699999999985,36.2963,36.6038,36.2264,0.0272963,0.0325649,0.0368473,0.0023351,0.00271354,0.00314705,9.1744
2021-01-01 09:10:20,3,4.41929,4.16983,6.8711600000000015,35.2727,36.1111,34.8148,0.0255868,0.0289035,0.0351416,0.00220196,0.00250398,0.00298362,9.17245
2021-01-01 09:10:30,3,4.40793,4.1662,6.87944,36.2963,40.8333,35.4545,0.0270504,0.0306641,0.0339974,0.00232521,0.00263354,0.0031415,9.17157
2021-01-01 09:10:40,3,4.42442,4.17146,6.87112,31.4516,33.3898,31.6393,0.0263128,0.0274346,0.034526199999999986,0.00226935,0.00243485,0.00312216,9.17564
2021-01-01 09:10:50,3,4.42368,4.16603,6.87241,30.9836,34.386,32.931,0.0228734,0.0243734,0.0286192,0.00197106,0.00215938,0.00261345,9.17373
2021-01-01 09:11:00,3,4.2462800000000005,4.4387,6.811939999999999,35.6604,34.2105,33.6207,0.222991,0.286249,0.130681,0.0229535,0.0287702,0.0148783,9.18862
2021-01-01 09:11:10,3,4.36095,4.3413900000000005,6.80875,37.0588,33.0508,35.9615,0.0255973,0.0323726,0.0351624,0.00228999,0.00292817,0.00307357,9.17761
2021-01-01 09:11:20,3,4.35946,4.32572,6.819489999999999,41.2766,35.2727,32.1311,0.0270668,0.0312844,0.034649300000000015,0.00236298,0.00274703,0.00298665,9.17747
2021-01-01 09:11:30,3,4.36419,4.33033,6.81554,33.2203,34.6429,35.0,0.0205838,0.026428700000000003,0.0299536,0.00183453,0.0022851,0.00264086,9.1789
2021-01-01 09:11:40,3,4.36843,4.33921,6.8064,35.3704,33.2203,34.8214,0.0225711,0.0247699,0.032062799999999995,0.00190173,0.00217443,0.00280211,9.17834
2021-01-01 09:11:50,4,0.758224,7.157260000000001,3.46999,34.9091,34.8214,37.6471,3.2825,2.56902,3.03783,0.233084,0.18241,0.215733,9.51698
2021-01-01 09:12:00,4,-2.25867,9.5224,0.627571,34.1071,32.7119,38.7755,0.0456876,0.0181768,0.0453423,0.00392912,0.00164753,0.00407303,9.80703
2021-01-01 09:12:10,4,-2.26355,9.51749,0.64052,36.2264,32.0339,38.8,0.0399299,0.0228476,0.057674,0.00374865,0.0020679,0.0050792,9.80431
2021-01-01 09:12:20,4,-2.3348,9.49665,0.6771010000000001,41.9565,34.8214,38.0,0.0359037,0.017821599999999996,0.05857150000000001,0.00332846,0.00157689,0.00496348,9.80323
2021-01-01 09:12:30,4,-2.23282,9.52719,0.617572,38.2,33.6207,36.9231,0.0555071,0.023518200000000003,0.103139,0.00548631,0.00216924,0.00866964,9.80589
2021-01-01 09:12:40,4,-2.19549,9.51544,0.7589100000000001,35.8491,35.4545,34.7273,0.0256837,0.0151804,0.0361591,0.00217581,0.00133928,0.00314614,9.79503
2021-01-01 09:12:50,4,-2.24514,9.48656,0.8390920000000001,39.0,34.8148,37.5,0.0579635,0.0305575,0.115688,0.00491223,0.00275147,0.010524,9.78605
2021-01-01 09:13:00,4,-2.2592,9.46471,0.956983,33.1034,34.7273,35.6604,0.0244076,0.0215145,0.06533969999999999,0.0023434000000000003,0.00199251,0.00590943,9.77797
2021-01-01 09:13:10,4,-2.22686,9.48033,0.915891,35.0909,33.3333,34.0351,0.020709,0.025759800000000003,0.114302,0.00190307,0.00219094,0.00882439,9.78219
2021-01-01 09:13:20,4,-2.22303,9.5069,0.781305,33.6842,33.4483,35.9259,0.0275897,0.0178696,0.0449187,0.00245354,0.00160915,0.00403172,9.79479
2021-01-01 09:13:30,4,-2.17891,9.47829,0.986156,35.1786,33.5714,34.4643,0.0244132,0.0251143,0.0947623,0.00217776,0.00219987,0.00750587,9.77603
2021-01-01 09:13:40,4,-2.20984,9.47113,0.992128,40.4255,32.8333,37.0588,0.06646139999999999,0.0316503,0.16778800000000002,0.00635744,0.002845,0.0139761,9.77843
2021-01-01 09:13:50,4,-2.10147,9.51047,0.9077,33.8596,32.7586,37.0588,0.0494464,0.0285005,0.176102,0.00415741,0.00258197,0.0136393,9.78418
2021-01-01 09:14:00,4,-1.82956,9.58031,0.668991,38.9362,32.2034,36.8627,0.326855,0.0414851,0.127198,0.027641900000000004,0.00474969,0.0114452,9.78546
2021-01-01 09:14:10,4,-1.98371,9.52584,0.937865,36.4151,35.4545,33.8596,0.037978,0.0243305,0.0889054,0.00331007,0.00210262,0.00787769,9.77606
2021-01-01 09:14:20,4,-2.00148,9.51266,0.973299,38.4314,32.8814,39.1667,0.0319712,0.0196633,0.0739255,0.00284933,0.00179542,0.00658148,9.77007
2021-01-01 09:14:30,4,-2.056,9.5434,0.716295,35.0909,36.0377,35.3704,0.0427074,0.0199138,0.062953,0.00377563,0.00177178,0.00600032,9.78912
2021-01-01 09:14:40,4,-1.89752,9.53127,0.986201,38.2,31.8033,33.6842,0.0318983,0.0210514,0.0660882,0.00276139,0.00188376,0.00639633,9.76873
2021-01-01 09:14:50,0,5.07132,8.28927,1.03407,35.4717,34.0,31.2698,2.75097,3.53093,2.74255,0.28447100000000003,0.326798,0.278447,11.0871
2021-01-01 09:15:00,0,4.7371,8.43164,0.849532,36.3462,34.7273,32.5424,2.65121,3.33767,2.8393900000000003,0.269642,0.315235,0.283351,10.9427
2021-01-01 09:15:10,0,4.61791,8.478539999999999,0.977499,35.2727,39.7959,32.6667,2.611,3.65406,2.82769,0.25695,0.343618,0.285564,11.0172
2021-01-01 09:15:20,0,4.37941,8.53652,1.08933,40.4167,36.5385,33.9655,2.55804,3.4699,2.88917,0.247189,0.33004,0.294636,10.9355
2021-01-01 09:15:30,0,4.20028,8.69639,0.8506030000000001,36.8,37.0588,31.3115,2.35364,3.79579,2.73441,0.224066,0.355294,0.268722,10.8991
2021-01-01 09:15:40,0,4.03442,8.812439999999997,1.17165,42.6667,42.8889,31.2903,2.62145,3.99143,2.95602,0.259711,0.362297,0.28938,11.0999
2021-01-01 09:15:50,0,3.92022,8.97922,0.950313,42.0,41.9565,33.2759,2.72854,4.09036,3.14037,0.269712,0.37034,0.31741,11.3193
2021-01-01 09:16:00,0,3.58416,8.853,1.17775,42.3913,40.2083,32.8814,2.57072,3.89961,2.99716,0.247646,0.359506,0.300082,11.0566
2021-01-01 09:16:10,0,3.39232,8.92698,1.15586,40.2041,42.8889,32.5424,2.20478,4.0254400000000015,3.00763,0.220156,0.356103,0.305264,10.9036
2021-01-01 09:16:20,0,3.19363,9.01208,1.34008,37.8431,38.1633,34.8148,2.18121,3.78027,3.01406,0.22280100000000005,0.340019,0.310116,10.8607
2021-01-01 09:16:30,0,2.93896,9.12225,1.2204700000000002,37.6471,36.0377,31.8033,2.03035,4.08437,2.77883,0.197034,0.370715,0.299718,10.9258
2021-01-01 09:16:40,0,2.40013,9.30762,0.700032,39.2,38.4,33.6207,2.03207,3.69834,2.79246,0.20667600000000005,0.329599,0.300414,10.844
2021-01-01 09:16:50,0,2.2074700000000003,9.42593,0.982206,39.7959,40.8511,31.2903,1.90129,3.45066,3.02135,0.185772,0.315706,0.296454,10.8133
2021-01-01 09:17:00,0,2.18795,9.30885,1.22015,42.6667,40.6383,33.3898,1.9661,3.92123,3.10988,0.197646,0.355261,0.304462,10.8726
2021-01-01 09:17:10,0,2.17614,9.38544,0.873605,45.4762,39.7959,35.0909,2.0910900000000003,3.54381,2.88329,0.202466,0.320031,0.297183,10.7782
2021-01-01 09:17:20,0,2.13246,9.33656,0.849334,40.2083,37.6923,32.6667,2.0229,3.950930000000001,3.00247,0.190969,0.360637,0.311448,10.8835
2021-01-01 09:17:30,0,1.96469,9.34314,0.966066,43.4091,36.7925,30.6349,1.96103,3.86289,3.1485,0.189603,0.346242,0.31786,10.8578
2021-01-01 09:17:40,0,1.9023,9.47317,0.8809670000000001,46.75,33.0508,32.0,2.02292,3.93,3.14598,0.191463,0.351641,0.312809,10.9093
2021-01-01 09:17:50,0,1.97168,9.24423,1.03672,43.6364,39.1837,28.4058,2.12554,3.95639,3.08117,0.202144,0.352984,0.324054,10.7236
2021-01-01 09:18:00,0,1.79771,9.34988,1.00675,41.7021,37.5,31.1111,2.34409,4.34817,3.4133,0.229048,0.375191,0.341388,11.0807
2021-01-01 09:18:10,0,1.6919799999999998,9.56147,0.994255,41.7021,41.0417,32.2951,2.18005,4.1478199999999985,2.98652,0.209642,0.364963,0.31834,11.085
2021-01-01 09:18:20,0,1.56999,9.50255,0.786031,36.1538,43.1818,30.6349,2.21164,3.91437,3.02993,0.211836,0.350424,0.31613,10.9419
2021-01-01 09:18:30,1,1.88115,9.03373,0.791284,40.0,48.25,29.6825,2.87686,5.12412,3.76908,0.29239,0.481033,0.409225,11.9594
2021-01-01 09:18:40,1,2.26424,8.553560000000001,1.5396299999999998,31.7742,123.571,29.3939,4.5746,8.25632,5.31332,0.438501,0.656894,0.4909770000000001,14.133
2021-01-01 09:18:50,1,2.39601,8.32916,0.928121,31.7742,114.667,27.5714,4.60808,8.4302,4.87595,0.429659,0.677524,0.446666,13.9731
2021-01-01 09:19:00,1,1.82978,8.72845,0.921426,29.5385,80.8696,27.971,4.29509,8.39291,4.58593,0.403697,0.669529,0.424317,13.8464
2021-01-01 09:19:10,1,2.29053,8.53154,1.38196,29.2424,128.0,26.7123,4.56537,8.4423,4.66794,0.426964,0.674095,0.439995,13.9784
2021-01-01 09:19:20,1,2.29713,8.62911,0.578562,32.9825,107.647,27.0423,4.39319,8.42132,5.60004,0.410785,0.68281,0.512599,14.683
2021-01-01 09:19:30,1,1.89828,8.6717,1.06836,30.4839,84.0909,28.2609,4.24639,8.39733,6.18714,0.387802,0.67061,0.55038,14.628
2021-01-01 09:19:40,1,1.01296,8.490730000000001,0.445043,30.9524,150.833,30.6349,4.2797,8.543,5.85342,0.372925,0.683188,0.5526340000000001,14.6568
2021-01-01 09:19:50,1,0.947823,8.83542,0.329083,32.2034,119.091,28.6765,4.32988,8.40273,5.63208,0.372659,0.676276,0.533139,14.5839
2021-01-01 09:20:00,1,1.31649,7.91892,0.387759,33.2759,137.143,28.0882,4.52292,8.83743,6.14274,0.394309,0.707781,0.580747,14.8195
2021-01-01 09:20:10,1,1.7755900000000002,8.19621,-0.219144,33.0508,112.308,28.0882,4.60384,8.91507,6.55134,0.41599,0.716443,0.604413,15.2247
2021-01-01 09:20:20,1,1.24076,8.758989999999999,1.04014,31.8033,115.714,28.9394,4.46886,8.4409,5.64587,0.375305,0.675021,0.511095,14.4308
2021-01-01 09:20:30,1,2.03053,8.03445,0.8986850000000001,29.697,117.5,28.9706,4.42105,8.544830000000001,6.22085,0.409498,0.6881520000000001,0.564569,14.5865
2021-01-01 09:20:40,1,1.89083,8.544960000000001,0.6578069999999999,29.403,120.667,29.6923,4.4903,8.7042,5.3642,0.406189,0.69242,0.494561,14.5045
2021-01-01 09:20:50,1,2.29428,8.30383,1.56311,30.4762,126.0,29.0909,4.92767,8.592260000000001,5.62153,0.4727810000000001,0.686437,0.5167149999999999,14.6092
2021-01-01 09:21:00,1,2.19804,8.27845,0.998963,31.9672,98.9474,26.2667,4.714169999999998,8.60553,5.35048,0.44709,0.6916770000000001,0.495098,14.4438
2021-01-01 09:21:10,1,2.12069,8.58314,0.6255029999999999,33.9286,98.9474,27.7941,4.72559,8.39845,5.14991,0.451029,0.678442,0.467992,14.4105
2021-01-01 09:21:20,1,1.8984,7.93042,0.6644359999999999,31.4754,126.667,29.2537,4.91737,8.68187,5.61566,0.442917,0.702019,0.517455,14.6654
2021-01-01 09:21:30,1,1.90541,8.35111,0.743023,30.9524,98.4211,26.3514,4.66332,8.40468,5.48926,0.432967,0.685161,0.493144,14.4147
2021-01-01 09:21:40,1,2.02061,8.42878,0.8496239999999999,33.9655,91.0,26.6667,4.59012,8.25049,4.2543,0.434562,0.670084,0.388252,13.8071
2021-01-01 09:21:50,1,1.84145,8.87279,0.751046,32.2034,103.333,29.2537,4.67272,8.306189999999999,5.30035,0.430461,0.670517,0.4707310000000001,14.5801
2021-01-01 09:22:00,1,1.84581,8.71005,0.564649,28.9394,93.5,27.2857,4.5324,8.31285,4.92136,0.432445,0.671824,0.463424,14.2006
2021-01-01 09:22:10,1,2.17851,8.61415,0.843633,30.1538,80.0,27.2464,4.5362,8.40222,5.41747,0.428147,0.676629,0.50684,14.5162
2021-01-01 09:22:20,2,1.78872,-6.90082,-1.96133,36.6667,47.8947,36.7308,1.80978,5.44698,2.65857,0.199538,0.560041,0.27794,10.9684
2021-01-01 09:22:30,2,1.63555,-9.119,-2.8443400000000003,38.2,51.0526,38.8,1.41509,2.95667,2.12266,0.13885699999999998,0.27520100000000003,0.21819,10.4159
2021-01-01 09:22:40,2,1.5288700000000002,-9.59835,-2.055,47.6923,39.3878,39.375,1.5235299999999998,2.04558,1.74216,0.142561,0.204578,0.180951,10.4672
2021-01-01 09:22:50,2,1.1839,-9.43373,-2.62275,40.4167,43.4091,39.0,1.82327,2.5029,2.20541,0.173535,0.24192,0.21199,10.6012
2021-01-01 09:23:00,2,0.611297,-9.33261,-2.72628,42.6667,43.1818,38.9796,1.62274,2.30764,2.36292,0.175084,0.241191,0.241147,10.5943
2021-01-01 09:23:10,2,0.574914,-9.50919,-2.21223,48.5,43.4091,38.2353,1.50269,2.1080400000000004,1.94587,0.152298,0.225558,0.199909,10.3922
2021-01-01 09:23:20,2,0.211285,-9.7235,-1.99032,45.3488,39.7959,34.8214,1.90842,2.53207,1.86151,0.176314,0.242378,0.190582,10.584
2021-01-01 09:23:30,2,-0.543158,-9.81384,-1.49758,49.25,43.8636,35.4545,1.92861,2.41299,2.08731,0.182804,0.233652,0.210616,10.6496
2021-01-01 09:23:40,2,-0.687875,-9.62908,-1.98467,39.7959,47.5,40.8889,1.62703,2.69361,1.85893,0.155752,0.244067,0.181326,10.4203
2021-01-01 09:23:50,2,-0.608666,-9.65008,-1.81334,47.25,42.6667,40.0,1.60404,1.98223,2.00695,0.165205,0.202668,0.20161,10.4442
2021-01-01 09:24:00,2,-1.20247,-9.88716,-1.5476299999999998,45.0,45.9524,34.0,1.45566,2.4005,1.61177,0.129051,0.223091,0.170758,10.4903
2021-01-01 09:24:10,2,-1.06668,-9.90692,-1.50407,43.5556,39.1837,38.8,1.61664,2.13844,1.93301,0.183965,0.20948200000000006,0.200912,10.6828
2021-01-01 09:24:20,2,-1.35364,-9.36448,-2.02533,44.8837,42.3256,36.7308,1.62211,2.81051,1.87294,0.161948,0.26295100000000005,0.198934,10.3029
2021-01-01 09:24:30,2,-1.08922,-9.7802,-1.68346,48.6842,42.4444,37.6471,1.68377,2.21997,2.0642,0.151322,0.221441,0.220235,10.5998
2021-01-01 09:24:40,2,-1.63094,-9.92029,-1.74714,38.2353,39.7959,33.6842,1.72733,3.19141,2.61556,0.159407,0.283474,0.277943,11.0708
2021-01-01 09:24:50,2,-1.02082,-9.53018,-1.65245,41.9149,44.6341,33.3333,1.60782,2.65146,1.7892,0.172138,0.25535,0.191561,10.2781
2021-01-01 09:25:00,2,-1.25126,-9.61904,-1.53948,39.2,44.8837,36.8627,1.3304200000000002,2.20473,1.75068,0.134783,0.222196,0.186605,10.3295
2021-01-01 09:25:10,2,-1.4081,-9.77327,-1.8766,50.8108,34.7273,36.9231,1.50127,2.34958,1.96852,0.139791,0.226195,0.190743,10.5961
2021-01-01 09:25:20,2,-1.22321,-10.0062,-1.35167,44.5455,37.1154,32.806999999999995,1.59697,2.32953,1.77123,0.150572,0.209742,0.177576,10.6764
2021-01-01 09:25:30,2,-1.36935,-9.36303,-2.55311,36.4815,47.0732,36.4151,1.54499,2.29445,1.7730099999999998,0.188904,0.22189,0.185697,10.3904
2021-01-01 09:25:40,2,-1.32576,-9.43755,-1.77842,48.5,50.2703,39.5918,1.42373,1.86445,1.67062,0.150611,0.184643,0.17009200000000002,10.1677
2021-01-01 09:25:50,2,-1.62721,-9.82997,-1.85543,40.8333,40.4167,33.4483,1.5985200000000002,2.55804,2.2086900000000003,0.15042,0.229424,0.212805,10.7775
2021-01-01 09:26:00,3,-3.59331,-6.20302,0.8434229999999999,42.9545,39.7959,40.2083,2.8892,5.2121900000000005,3.80561,0.232871,0.421767,0.301057,10.5053
2021-01-01 09:26:10,3,-7.6101100000000015,1.25679,5.86096,34.1071,33.5088,30.9524,0.0245433,0.0179399,0.026953300000000003,0.00334109,0.00194979,0.00345707,9.68755
2021-01-01 09:26:20,3,-7.611269999999998,1.25024,5.85537,28.5075,34.5614,30.1538,0.0113177,0.0116739,0.0170549,0.00100389,0.00102937,0.00150086,9.68404
2021-01-01 09:26:30,3,-7.6121,1.25219,5.85499,30.9836,30.625,29.5385,0.0115165,0.0108365,0.015248,0.00100145,0.000961835,0.00138512,9.68471
2021-01-01 09:26:40,3,-7.61365,1.2502,5.84883,32.8814,31.129,31.4754,0.0115751,0.0109548,0.016086600000000003,0.00105982,0.000981881,0.0015313,9.68194
2021-01-01 09:26:50,3,-7.6147399999999985,1.25463,5.84275,32.7119,39.2,30.3125,0.0146449,0.015043700000000004,0.0182737,0.00134809,0.00142817,0.0016227,9.67973
